"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZNF429",0.17039196860729,0.209912228214449,0.423,0.287,1
"FBXO25",0.170447711397797,0.204510466897991,0.481,0.353,1
"NAA35",0.170456305343841,0.210744415319629,0.538,0.447,1
"EXD3",0.170517923459773,-0.13394352508025,0.404,0.459,1
"UHMK1",0.170595922182073,0.242847717954461,0.75,0.676,1
"HIST1H2BC",0.171009887725425,0.23036307201003,0.462,0.308,1
"VPS37C",0.171444018377611,-0.149063254605836,0.212,0.284,1
"IVNS1ABP",0.171584957607735,-0.0701119132110142,0.538,0.638,1
"TRAPPC9",0.171979101950015,-0.125153276768977,0.404,0.474,1
"CHD9",0.172382148052784,0.303090058552346,0.75,0.748,1
"NCCRP1",0.172582479656518,-0.107093305223985,0.327,0.367,1
"ZNF532",0.172631699909732,0.203142334940659,0.519,0.448,1
"LINC00665",0.172700146298885,-0.132477794171388,0.346,0.433,1
"FAM45A",0.172994417005694,0.20172085267229,0.654,0.577,1
"RHNO1",0.173220934949985,-0.154288192832488,0.423,0.406,1
"HDDC3",0.173696301755229,-0.116870011721309,0.385,0.478,1
"PGLS",0.173696563357715,0.225486536157546,0.827,0.888,1
"AC005152.3",0.173752444535264,-0.148380826291595,0.75,0.75,1
"TGFB1I1",0.17376330584871,-0.0583854246981763,0.635,0.668,1
"RNPS1",0.174169492455557,-0.00937148983081526,0.865,0.934,1
"RP11-532F12.5",0.174209240681,0.209402426446135,0.385,0.252,1
"USP32",0.174277712031687,-0.135102937176581,0.25,0.33,1
"FKBP10",0.174277837705875,-0.193151523667544,0.692,0.707,1
"PIM1",0.174343603865689,-0.0952523939265011,0.712,0.786,1
"TLE4",0.174425682062521,0.213732679944868,0.346,0.265,1
"RASD2",0.174497006147847,-0.156374152206221,0.231,0.297,1
"ANP32E",0.174732831918042,-0.257439415650629,0.654,0.676,1
"DSEL",0.174941842087026,0.350964502549169,0.577,0.479,1
"C2orf69",0.175174256966515,-0.165910405130136,0.269,0.297,1
"SCCPDH",0.175271706591472,0.262787299497351,0.481,0.332,1
"TFDP2",0.17553087876462,-0.109282510491692,0.538,0.612,1
"RP11-395G23.3",0.17553189011508,-0.15750313714441,0.365,0.42,1
"RAB3D",0.175618907174272,0.211834496184837,0.462,0.318,1
"ADAM15",0.175761645602847,-0.0660650801483125,0.885,0.847,1
"SEC63",0.176272060624165,0.254561558415165,0.885,0.871,1
"RTP4",0.176369564855807,0.237602322456647,0.519,0.324,1
"PTDSS1",0.176412958435545,-0.116136181532755,0.558,0.59,1
"ALDH9A1",0.176509055096509,-0.0838872918556786,0.846,0.864,1
"RAB5C",0.176605139850347,-0.0357862740633115,0.827,0.886,1
"RP11-110G21.1",0.176653493780819,-0.122182933860758,0.404,0.427,1
"PSEN2",0.176750782017205,0.195328990329874,0.538,0.384,1
"SUPT7L",0.176869696109607,0.242827398449093,0.404,0.234,1
"NBPF10",0.176974198501846,0.306629066305732,0.365,0.149,1
"MRPL49",0.17700863895521,0.239843540010272,0.423,0.41,1
"NARFL",0.177010617034885,-0.111083694267321,0.385,0.452,1
"TECR",0.177076183587355,-0.10901045938031,0.692,0.781,1
"RRP15",0.177169097896318,-0.11009135117966,0.654,0.674,1
"SMIM8",0.177413719827432,0.223133426972263,0.462,0.257,1
"MEX3C",0.177484062733655,0.19179141060413,0.558,0.458,1
"RORC",0.177767470055202,-0.132098800106715,0.327,0.413,1
"CRAT",0.177875888876556,-0.156857412087634,0.269,0.353,1
"VTCN1",0.177958262630999,-0.273245613418846,0.942,0.918,1
"NUCB2",0.178089370779668,-0.122308124336443,0.692,0.697,1
"ST20",0.178286152963342,-0.0523703308237475,0.577,0.626,1
"COPS3",0.178306987373359,0.1951962441429,0.635,0.548,1
"PHF14",0.178629450717173,0.199130452779618,0.808,0.732,1
"DCLRE1C",0.178643913262327,0.21786884975301,0.538,0.429,1
"SPATA33",0.178745795523907,0.200469301676127,0.442,0.361,1
"CYTH1",0.178801290157952,-0.14647805376792,0.25,0.297,1
"UNC50",0.178913615618586,-0.0941796731728448,0.558,0.631,1
"NCBP3",0.17901959992154,0.212666427921194,0.558,0.466,1
"PPP1R11",0.179150262788931,0.237990026809332,0.827,0.809,1
"TRIM13",0.179154027986015,-0.127182098704914,0.365,0.428,1
"COG7",0.179220116605484,-0.137804614072647,0.269,0.338,1
"VTI1B",0.179252063942183,-0.0998592566050667,0.635,0.654,1
"BTBD3",0.179475470978796,0.193543140101006,0.538,0.388,1
"AAMP",0.179579357365851,-0.0889217629857728,0.635,0.704,1
"OGFR",0.179703518468095,-0.122013015123044,0.5,0.546,1
"CPXM2",0.179797306947369,0.203402831495492,0.558,0.401,1
"ZBTB38",0.179928696195098,0.251816181676348,0.731,0.689,1
"PAQR6",0.179984693061372,0.313216726340491,0.346,0.163,1
"OGT",0.180134967013959,-0.116779972712299,0.327,0.384,1
"COA6",0.180449248766703,-0.08401948657411,0.923,0.9,1
"ART3",0.180615989707834,-0.314222191458169,0.288,0.303,1
"MARCH2",0.180771840716038,-0.122063992845736,0.385,0.443,1
"STRAP",0.180814584773326,-0.0467171076300206,0.981,0.946,1
"INO80D",0.180975124606304,-0.155811465458802,0.173,0.252,1
"DTNA",0.181019130500578,0.218045445021104,0.5,0.345,1
"KCNE5",0.18105525564392,0.324959037149028,0.481,0.24,1
"RND3",0.181272593880899,0.32656504894649,0.827,0.676,1
"ARL6IP6",0.181280341572228,-0.126117322939756,0.5,0.534,1
"TTC13",0.181312223406392,-0.15442819914449,0.288,0.341,1
"EHD4",0.181348131882069,0.231916624238643,0.327,0.223,1
"RFC4",0.181386509174205,-0.164473113811956,0.192,0.31,1
"BLOC1S2",0.181435802259549,-0.139295478357015,0.365,0.388,1
"FAM98B",0.181521270119493,0.310083836855528,0.346,0.184,1
"CHCHD5",0.181687550445931,-0.101820772938353,0.577,0.61,1
"CRIPT",0.181810386663855,0.208820119502988,0.75,0.655,1
"KDM2B",0.181832044538077,0.248696839832169,0.385,0.214,1
"LEMD1",0.181856644380937,0.32509206385039,0.942,0.841,1
"CTDP1",0.181885935006717,0.210536442414671,0.481,0.342,1
"IFT27",0.181933878120646,0.362292718037918,0.385,0.127,1
"HRH1",0.182088568057979,0.44103035421847,0.25,0.096,1
"LDLRAD3",0.18213466449219,0.270194710991202,0.385,0.191,1
"EFCAB14",0.182196946627856,0.249260476772591,0.404,0.361,1
"GOSR2",0.182250756945186,-0.125913704879366,0.308,0.38,1
"MIR762HG",0.182325745227756,-0.164674914743995,0.173,0.258,1
"PLA2G12A",0.182379231965447,0.195022485775063,0.635,0.506,1
"ALDH7A1",0.182478709889816,-0.131187489962783,0.558,0.596,1
"FAM120A",0.182640507547372,0.181614570269619,0.635,0.544,1
"COG2",0.182765949017195,-0.132847668558977,0.308,0.429,1
"KLHDC8B",0.182888066009395,-0.151148485301921,0.308,0.394,1
"ATP5C1",0.182932779557909,-0.0333018910756544,1,0.991,1
"FAM175B",0.182969481808487,0.206868775622373,0.423,0.258,1
"MTFP1",0.183253721593825,0.355651992660888,0.346,0.147,1
"MRPL39",0.183512474855105,-0.138973771355819,0.327,0.39,1
"ESF1",0.18356751818563,-0.0664079444475958,0.712,0.734,1
"BMS1",0.183644911910423,-0.122467318272151,0.519,0.525,1
"TIMM13",0.183837954562686,-0.124862117324822,0.808,0.868,1
"CSPP1",0.184181707256825,-0.139968586475395,0.462,0.479,1
"TXN",0.184271383424272,0.159526723337565,1,0.995,1
"DCAF16",0.184590384496426,-0.143668520181096,0.212,0.296,1
"SDHAF3",0.184642346389199,-0.135206941432899,0.442,0.456,1
"RPS24",0.18477996685735,-0.0585583845079158,1,1,1
"CERS2",0.184836916402328,0.250957690106303,0.942,0.863,1
"SOD1",0.18510658655786,-0.0590887648175644,1,0.989,1
"AP1S2",0.18531082867612,0.201630424508131,0.577,0.472,1
"SLC6A8",0.185313012679927,0.229989819223169,0.365,0.23,1
"TMEM54",0.185420327851231,-0.048473433922823,0.904,0.861,1
"DPYSL2",0.185744474763794,-0.0998592566050667,0.577,0.624,1
"RAB4A",0.185745621336744,-0.0684176146711386,0.885,0.904,1
"NIT1",0.186280629119585,-0.0955345100909215,0.5,0.604,1
"KIDINS220",0.18646894449257,0.196927597430282,0.558,0.462,1
"IFT43",0.186700469847517,-0.116856813583518,0.442,0.471,1
"SERINC2",0.186744208342445,-0.0763709036826967,0.846,0.805,1
"TMC4",0.186749933940105,-0.114204497394185,0.654,0.592,1
"SBF2",0.186932970586129,-0.145943326170661,0.173,0.277,1
"R3HCC1",0.186983658423868,-0.118091942112836,0.269,0.338,1
"FDX1",0.187145828104197,0.204243028758216,0.731,0.655,1
"MOGS",0.187227142278474,0.196017299045645,0.596,0.467,1
"CSTF2T",0.187462379111429,-0.125913704879366,0.327,0.363,1
"KCNN4",0.187471658131182,0.184701985817811,0.481,0.327,1
"AHCY",0.187644548764581,-0.207615436960949,0.481,0.432,1
"MDM4",0.187952505157562,-0.18415646413696,0.673,0.666,1
"UAP1L1",0.188077699513689,-0.145350640763808,0.269,0.301,1
"USP4",0.188227765368193,-0.125153276768976,0.288,0.361,1
"RANGRF",0.188346658546783,0.203987656585733,0.442,0.315,1
"NUP88",0.188423758458821,0.182844039597229,0.577,0.432,1
"FUZ",0.188778634266696,-0.134679081106902,0.231,0.315,1
"ADGRG1",0.188846819968927,-0.0911351637814324,0.923,0.868,1
"TMTC3",0.188897391379417,-0.136620655451843,0.231,0.306,1
"ADIPOR2",0.18894763099226,-0.126010238505423,0.404,0.444,1
"TXNIP",0.188959357193374,-0.102629912073914,0.615,0.639,1
"MGST2",0.189107352748218,-0.175282934879374,0.212,0.295,1
"CRTC3",0.18919129410189,0.207066674943049,0.423,0.287,1
"SNN",0.189210975846427,-0.108283404463502,0.442,0.486,1
"DDX50",0.189241858871289,-0.108079763410035,0.423,0.533,1
"POLR3C",0.189278311810143,-0.123723875046091,0.346,0.46,1
"RP11-22C11.2",0.189821629864868,-0.133286111060722,0.288,0.341,1
"ENSA",0.189946845475176,0.193947255332533,0.981,0.96,1
"NT5DC1",0.190058878205456,0.222068838282296,0.385,0.28,1
"CCT3",0.19025406945851,-0.0506010893735716,1,0.992,1
"SCRN1",0.190382822491719,0.221414703135796,0.385,0.331,1
"FAM83H",0.190506730391893,0.218457584729917,0.519,0.494,1
"MAGEA4",0.190583269350434,0.456354938199997,0.308,0.112,1
"PICALM",0.190719226969442,0.188878495466429,0.673,0.546,1
"BAX",0.190742050146031,-0.0581046117882817,0.731,0.851,1
"HEATR1",0.191412643910956,-0.150872925174851,0.231,0.291,1
"TCTA",0.191724325032622,-0.0709860089910943,0.615,0.62,1
"CKLF",0.191868796268302,0.280009324927848,0.808,0.747,1
"ARFIP2",0.1918997892998,-0.0985838520361715,0.558,0.571,1
"NSA2",0.191924231083168,0.199348761782212,0.788,0.685,1
"PRSS22",0.191993432968886,-0.0795531930831006,0.538,0.606,1
"MYSM1",0.192067197560425,0.292458166173694,0.327,0.143,1
"SMYD3",0.19233106157621,0.198178218074275,0.385,0.307,1
"COQ9",0.192388079978889,-0.101279931304694,0.654,0.657,1
"KIF1B",0.192410131695312,0.18089439574573,0.462,0.328,1
"PMPCA",0.192628282393916,-0.109371343658241,0.404,0.489,1
"KIAA0430",0.192701239725359,0.23264877093839,0.346,0.256,1
"REEP3",0.192787799814994,-0.101372661414051,0.827,0.734,1
"SNX13",0.192801814297614,0.183336443793581,0.423,0.331,1
"IFT88",0.193120940189849,-0.157392238800299,0.154,0.262,1
"GART",0.193549982240872,-0.119917533381636,0.519,0.522,1
"ZNF326",0.193570180991871,-0.134291446553767,0.462,0.462,1
"COG8",0.194222970751409,0.21964617601544,0.404,0.283,1
"IFT74",0.194295871921984,0.210409919351621,0.404,0.281,1
"NAGK",0.19433088959269,-0.0962754936926694,0.519,0.588,1
"HYOU1",0.194383366905371,0.186227840048771,0.692,0.447,1
"POLR2M",0.194523942697895,0.267514868034336,0.404,0.191,1
"NABP2",0.194710630391721,-0.081859573193845,0.577,0.604,1
"MXI1",0.195262570321304,0.213164302960709,0.462,0.319,1
"RP11-708J19.1",0.195542612177497,-0.144190056819316,0.135,0.256,1
"SEC23A",0.195815610090357,0.19097859602387,0.462,0.355,1
"RP11-7K24.3",0.1958203808614,0.334795900632935,0.346,0.183,1
"COG1",0.19601029745613,-0.155931281672018,0.154,0.258,1
"GRXCR1",0.196434109475913,0.403489478562438,0.308,0.124,1
"PUM2",0.196638078195094,0.179950195477027,0.5,0.401,1
"MTHFS",0.196854682107058,-0.0786570223440234,0.577,0.563,1
"COPZ2",0.196932523758115,-0.163221317602496,0.135,0.258,1
"CETN3",0.196951097509845,-0.141526246503177,0.192,0.308,1
"GGH",0.197118246846729,-0.202893026718546,0.712,0.662,1
"SEC31A",0.197229948941157,0.213435089948492,0.808,0.727,1
"CCT4",0.197726720527942,0.176195927549412,0.885,0.895,1
"ZPR1",0.197788571495824,-0.121720330376057,0.519,0.575,1
"TMEM168",0.197842300224438,-0.126438528560785,0.288,0.371,1
"WDR46",0.197845952042768,-0.0822625006116227,0.596,0.731,1
"NOP14",0.197950271254654,-0.12505561590985,0.365,0.424,1
"BUB3",0.198087088613307,-0.101820772938352,0.654,0.701,1
"MTSS1L",0.198307806448459,0.276063727923025,0.673,0.588,1
"PIEZO1",0.198735243709649,0.213732679944868,0.404,0.249,1
"PAQR5",0.198832784465057,0.228879370399189,0.346,0.211,1
"TOMM34",0.198880949126151,-0.104769563011225,0.404,0.464,1
"RIOK2",0.198982479119884,-0.141195011272497,0.173,0.308,1
"EIF2B3",0.199102288159208,-0.150872925174851,0.154,0.287,1
"RPS25",0.199122637889746,-0.15611679582349,1,1,1
"CHD4",0.199243177807182,-0.0358332865290067,0.712,0.76,1
"ZNF431",0.199306841383956,0.241463635678434,0.385,0.25,1
"ALG14",0.199360959625407,-0.141931776708853,0.173,0.283,1
"MT-CYB",0.199364816610279,-0.084064707156875,1,1,1
"PIK3C2A",0.199861789339912,-0.137027377057268,0.212,0.301,1
"CLDN6",0.200008085574784,0.388504853644729,0.519,0.301,1
"SAV1",0.200033838246895,0.256633197974124,0.558,0.517,1
"METTL21A",0.200254850644396,0.251816181676348,0.365,0.217,1
"DIAPH1",0.200386926025076,0.232554279515715,0.423,0.347,1
"GNPAT",0.200529969384741,-0.0757584763521564,0.673,0.721,1
"TIMM23",0.200952162541055,-0.0961975133382925,0.538,0.567,1
"NDRG3",0.201276722977978,-0.145943326170661,0.212,0.268,1
"SLC25A33",0.201388247599956,-0.132847668558977,0.25,0.388,1
"GPRC5A",0.201505881460588,0.546179528201507,0.462,0.275,1
"COPS2",0.20163307765033,0.208432403541341,0.5,0.402,1
"PHLDA3",0.201679067123739,0.276783097192923,0.462,0.46,1
"NIPBL",0.201814222714657,-0.101820772938353,0.577,0.624,1
"FURIN",0.201904372538334,0.24036202879964,0.596,0.505,1
"MBD2",0.202457313854037,0.240794775585096,0.635,0.635,1
"C2orf82",0.202501667311061,0.511609940260396,0.962,0.943,1
"SLC35B3",0.202763550201934,-0.0907299442895093,0.404,0.495,1
"IGFBP4",0.202908549734103,0.402908770174238,0.346,0.139,1
"RABL6",0.202998587843783,-0.0971914472672988,0.519,0.526,1
"S100A11",0.203103196891981,0.334272930297411,1,1,1
"TDRKH",0.203136271511469,0.232410782503755,0.385,0.237,1
"VPS29",0.203283102967438,-0.0478519531367381,0.808,0.834,1
"IFI6",0.203401004216117,-0.172481615847187,0.692,0.707,1
"MAPKAP1",0.203565125380893,0.226281089569211,0.635,0.643,1
"MRPL20",0.203810432312968,-0.05471788875878,0.788,0.868,1
"ALAD",0.203818321350183,-0.120074525684839,0.288,0.351,1
"CBWD1",0.203875194467406,0.178188025336929,0.635,0.555,1
"RBPJ",0.203907661913402,-0.0372645476805953,0.75,0.783,1
"DOHH",0.203950935206785,-0.136845902178199,0.327,0.332,1
"ERP29",0.204028270884457,-0.0841756642974514,0.885,0.904,1
"RNF149",0.204067492500778,-0.0828229649605681,0.596,0.684,1
"USO1",0.204442356375435,0.199785478916132,0.654,0.542,1
"AFTPH",0.204555603294083,0.215682395622635,0.462,0.339,1
"EPB41L1",0.204627552769172,-0.145943326170661,0.173,0.275,1
"GCNT2",0.20478691163627,-0.180611454476565,0.212,0.264,1
"RALGDS",0.204999679095228,0.228879370399189,0.346,0.222,1
"EFCAB2",0.205170012002489,0.199193574879369,0.423,0.296,1
"SNAPC5",0.205311076177623,-0.108697311414423,0.442,0.522,1
"ANKS1A",0.205387210852862,-0.120360103088298,0.404,0.443,1
"CDK5",0.205930523294004,-0.133791840739855,0.192,0.301,1
"MMP24-AS1",0.206006776194012,-0.0427891749382137,0.885,0.84,1
"LINC00847",0.2063777904222,-0.153004921559359,0.154,0.25,1
"HNRNPA0",0.206549625742294,0.228831964006647,0.923,0.956,1
"KDM7A",0.206603938054313,0.231057621509551,0.519,0.351,1
"JPX",0.206719058755883,-0.118091942112836,0.288,0.341,1
"ZNF12",0.206978219189665,0.242391168887079,0.327,0.301,1
"PNN",0.207003956103348,0.251193390800763,0.692,0.748,1
"PREB",0.207152242230219,0.185513811308193,0.577,0.423,1
"ALKBH4",0.207395890205509,-0.10887122089037,0.288,0.343,1
"SOD2",0.207544059858253,0.498721437003549,0.846,0.732,1
"EXOC3-AS1",0.207560744352361,-0.135102937176581,0.25,0.318,1
"YY1",0.207802969557159,-0.0435962596106745,0.808,0.847,1
"METTL2A",0.208023135576592,-0.127445088276966,0.308,0.389,1
"CPSF3",0.208041525119001,-0.107854007202565,0.462,0.458,1
"IWS1",0.20816391168726,0.173382306227134,0.519,0.351,1
"STIM1",0.208310305934043,0.214014148963964,0.5,0.515,1
"C17orf67",0.2083488761128,-0.147391088500775,0.173,0.26,1
"VASN",0.208363956722023,0.240652112283582,0.827,0.774,1
"SHOC2",0.208366261562771,-0.115088821929398,0.385,0.448,1
"NUBP1",0.208677912945077,-0.0899723355718575,0.481,0.583,1
"UBL7",0.208727325246799,-0.0894124691699508,0.5,0.573,1
"ARSA",0.20880770534031,-0.123515844037672,0.5,0.563,1
"LMCD1",0.208872626402862,-0.124817805301149,0.231,0.277,1
"LPCAT1",0.209063191130664,0.249022966784668,0.673,0.571,1
"JOSD2",0.20907492906069,0.195143732539458,0.769,0.705,1
"IGBP1",0.209219367354601,0.229361330848652,0.404,0.291,1
"TMEM42",0.209295547030529,-0.10506157184712,0.519,0.503,1
"VKORC1L1",0.209436406373272,-0.0902652843213199,0.481,0.59,1
"ATP6V0B",0.209577093361845,-0.0490028866169161,0.962,0.957,1
"NUMA1",0.209621355741545,0.19578214676202,0.538,0.458,1
"TBC1D9B",0.209707005559526,-0.110575776214105,0.385,0.393,1
"GTF3C1",0.209767967619569,0.209822093011721,0.365,0.246,1
"C3",0.209838244948731,-0.305401328561904,0.25,0.222,1
"VPS37A",0.210013912352382,-0.12347513880974,0.25,0.343,1
"ACBD6",0.210077107384491,0.178208347060498,0.865,0.748,1
"IL6ST",0.210110291465745,0.214979413495976,0.404,0.314,1
"HNRNPA1L2",0.210189232162742,0.209171844267854,0.462,0.409,1
"DNAJC7",0.210427621074108,-0.0671494993551531,0.731,0.712,1
"CRTAP",0.210469860336391,0.218045445021104,0.442,0.366,1
"COTL1",0.210733256509185,0.299758558226397,0.904,0.91,1
"CSNK2A1",0.21077767662911,0.201766011787908,0.769,0.689,1
"CCDC64B",0.210819834023203,0.297779806441889,0.769,0.693,1
"EFEMP2",0.210974994020591,0.234114179942889,0.769,0.67,1
"FGFRL1",0.211020454230002,-0.133327208214677,0.135,0.269,1
"SMARCC2",0.21120205138499,-0.0616832911404338,0.481,0.595,1
"GFM1",0.211305472082034,-0.100169147067194,0.577,0.568,1
"NOSIP",0.211331700470513,-0.0677831071510415,0.635,0.693,1
"THNSL2",0.211383460406613,0.190039984089658,0.365,0.269,1
"TMEM101",0.211466803941899,-0.113067478113087,0.269,0.398,1
"CRIM1",0.21163192460215,0.21228781748971,0.365,0.269,1
"PIGG",0.212181624573952,-0.109250307117973,0.346,0.462,1
"POLE3",0.212345791004378,-0.0763323511115552,0.558,0.59,1
"TRIP10",0.212747625960156,0.211818113744429,0.404,0.289,1
"TRMU",0.21304053420529,-0.15892118016887,0.173,0.26,1
"USP28",0.213116955165983,-0.151725678764667,0.192,0.264,1
"NUDT21",0.213160678938328,0.192922492622779,0.75,0.676,1
"ABTB1",0.21318056832721,0.204510466897991,0.481,0.361,1
"PCSK7",0.213200247881348,-0.123134109132324,0.673,0.654,1
"TOP1MT",0.213241710213663,-0.136302192905481,0.308,0.327,1
"ODF2",0.213289946495184,-0.128693634474225,0.308,0.354,1
"SCYL3",0.213510694358603,-0.116762006509836,0.308,0.358,1
"CEBPD",0.213552404478075,0.0062595726955097,0.981,0.966,1
"TNFRSF14",0.213786085222581,-0.131931089721991,0.231,0.292,1
"TRAPPC2",0.213851129450963,0.184531222363639,0.5,0.436,1
"LONP1",0.213955694144431,-0.0976582400966771,0.442,0.437,1
"GOT2",0.213987727076078,0.197092995335508,0.577,0.358,1
"POP1",0.214072513328264,-0.149899939104662,0.231,0.306,1
"EBP",0.214188529640848,0.232416135324935,0.865,0.697,1
"TCEAL4",0.214235856121117,-0.09189060426288,0.846,0.896,1
"GLUD1",0.214317071512985,0.186923752001336,0.519,0.401,1
"KBTBD2",0.214697568787633,0.204208300169295,0.346,0.23,1
"CKAP4",0.214871904319443,0.240411418404098,0.788,0.669,1
"SLC35C2",0.214982177459146,-0.100169147067194,0.5,0.557,1
"KLHL7",0.215543392312128,-0.0937043237339807,0.519,0.525,1
"EIF4EBP2",0.215967462177032,-0.0737367770297688,0.596,0.611,1
"GABPB1-AS1",0.215985780786505,0.218590558142693,0.423,0.312,1
"ZNF106",0.216140564261582,0.2094175976184,0.519,0.354,1
"MED11",0.216310873531906,0.168586508011526,0.481,0.365,1
"AGPAT2",0.216521169802594,0.0341307630174277,0.846,0.898,1
"AC007325.4",0.216547398541236,-0.139846809228687,0.308,0.323,1
"SYNM",0.216835608504059,-0.117417627989371,0.615,0.614,1
"CTA-293F17.1",0.216889137055678,-0.136768522226083,0.442,0.45,1
"TFEB",0.217022273985439,-0.14404476090324,0.25,0.331,1
"DEFB1",0.217446269331039,-0.11530068697727,0.192,0.288,1
"OPTN",0.217738361585978,-0.0696805497630741,0.827,0.81,1
"RRAGC",0.217905490213741,-0.0947467977913143,0.615,0.661,1
"SPG11",0.218105600574811,0.291915901540026,0.346,0.166,1
"STARD3NL",0.218110898331823,0.178422922927664,0.577,0.458,1
"MVD",0.218111486400305,0.208747459784462,0.538,0.439,1
"SESTD1",0.218161025486254,0.236581667981187,0.75,0.72,1
"FAM162A",0.218238830560708,0.236667545241899,0.769,0.564,1
"C2CD4D",0.218296254202864,0.194077110564271,0.5,0.413,1
"ZNF618",0.218306241133241,0.216809731848435,0.404,0.376,1
"MEIS3",0.218619543815775,0.548403147221168,0.346,0.087,1
"CSNK1G3",0.218753545207982,0.251816181676348,0.346,0.211,1
"BLOC1S5",0.218869613677031,0.185294671224663,0.462,0.319,1
"PGP",0.219009999027251,-0.0757255196745412,0.654,0.74,1
"MZT1",0.219076079011338,0.246815500617982,0.462,0.312,1
"PLEKHF2",0.219160557370853,0.261214879678598,0.712,0.65,1
"MFGE8",0.219183182526906,0.0617512176965609,0.981,0.987,1
"C10orf11",0.220035641490664,0.264042484009607,0.365,0.19,1
"NAT14",0.220074788386031,-0.0998592566050667,0.385,0.433,1
"TCF7L1",0.220261569141502,0.206565100581448,0.538,0.404,1
"PARD6B",0.220272888093135,0.216050962866627,0.346,0.268,1
